order_id,date,rating,channel,year
710,2015-03-14,4,dine_in,2015
715,2015-03-15,4,dine_in,2015
733,2015-03-16,2,dine_in,2015
741,2015-03-17,3,dine_in,2015
743,2015-03-18,3,dine_in,2015
752,2015-03-19,3,dine_in,2015
756,2015-03-19,4,dine_in,2015
759,2015-03-19,4,dine_in,2015
760,2015-03-19,3,dine_in,2015
762,2015-03-20,3,dine_in,2015
763,2015-03-20,3,dine_in,2015
773,2015-03-21,5,dine_in,2015
774,2015-03-21,4,dine_in,2015
775,2015-03-21,4,dine_in,2015
778,2015-03-21,3,dine_in,2015
779,2015-03-21,3,dine_in,2015
780,2015-03-21,3,dine_in,2015
790,2015-03-22,3,dine_in,2015
796,2015-03-22,3,dine_in,2015
801,2015-03-22,3,dine_in,2015
802,2015-03-22,4,dine_in,2015
806,2015-03-23,3,takeaway,2015
808,2015-03-23,3,dine_in,2015
809,2015-03-23,4,dine_in,2015
814,2015-03-24,2,dine_in,2015
820,2015-03-25,3,dine_in,2015
822,2015-03-25,4,dine_in,2015
826,2015-03-26,4,dine_in,2015
828,2015-03-26,3,dine_in,2015
838,2015-03-27,5,dine_in,2015
839,2015-03-27,3,dine_in,2015
840,2015-03-27,3,dine_in,2015
846,2015-03-28,4,dine_in,2015
848,2015-03-28,4,dine_in,2015
853,2015-03-28,5,dine_in,2015
854,2015-03-28,3,dine_in,2015
855,2015-03-28,2,delivery,2015
864,2015-03-29,2,dine_in,2015
868,2015-03-29,4,dine_in,2015
878,2015-03-29,3,dine_in,2015
879,2015-03-30,3,dine_in,2015
882,2015-03-30,4,dine_in,2015
883,2015-03-30,3,dine_in,2015
887,2015-03-31,1,dine_in,2015
894,2015-04-01,3,dine_in,2015
905,2015-04-02,4,dine_in,2015
911,2015-04-03,3,dine_in,2015
918,2015-04-03,4,dine_in,2015
919,2015-04-03,3,dine_in,2015
922,2015-04-04,4,dine_in,2015
927,2015-04-04,3,dine_in,2015
935,2015-04-04,3,dine_in,2015
936,2015-04-04,2,dine_in,2015
944,2015-04-05,3,dine_in,2015
947,2015-04-05,2,dine_in,2015
956,2015-04-05,3,dine_in,2015
957,2015-04-05,3,dine_in,2015
965,2015-04-06,4,dine_in,2015
968,2015-04-06,3,dine_in,2015
970,2015-04-07,3,dine_in,2015
975,2015-04-07,4,dine_in,2015
978,2015-04-08,3,dine_in,2015
979,2015-04-08,4,takeaway,2015
993,2015-04-09,4,dine_in,2015
996,2015-04-10,3,dine_in,2015
1003,2015-04-10,4,dine_in,2015
1008,2015-04-11,4,dine_in,2015
1010,2015-04-11,3,dine_in,2015
1030,2015-04-12,3,dine_in,2015
1033,2015-04-12,3,dine_in,2015
1043,2015-04-12,3,dine_in,2015
1044,2015-04-12,4,dine_in,2015
1049,2015-04-13,3,takeaway,2015
1050,2015-04-13,3,dine_in,2015
1053,2015-04-14,4,dine_in,2015
1054,2015-04-14,4,dine_in,2015
1063,2015-04-15,4,dine_in,2015
1066,2015-04-15,2,takeaway,2015
1069,2015-04-16,2,dine_in,2015
1075,2015-04-16,5,dine_in,2015
1079,2015-04-17,3,dine_in,2015
1083,2015-04-17,3,dine_in,2015
1085,2015-04-17,3,dine_in,2015
1090,2015-04-18,4,dine_in,2015
1094,2015-04-18,3,dine_in,2015
1095,2015-04-18,3,dine_in,2015
1106,2015-04-19,2,dine_in,2015
1108,2015-04-19,3,dine_in,2015
1114,2015-04-19,3,dine_in,2015
1124,2015-04-20,3,dine_in,2015
1132,2015-04-21,3,takeaway,2015
1139,2015-04-21,4,dine_in,2015
1141,2015-04-22,2,dine_in,2015
1143,2015-04-22,3,delivery,2015
1148,2015-04-22,3,dine_in,2015
1157,2015-04-23,3,dine_in,2015
1159,2015-04-24,3,dine_in,2015
1162,2015-04-24,4,dine_in,2015
1167,2015-04-24,3,dine_in,2015
1169,2015-04-24,2,delivery,2015
1171,2015-04-25,4,dine_in,2015
1177,2015-04-25,3,dine_in,2015
1178,2015-04-25,3,delivery,2015
1183,2015-04-25,3,dine_in,2015
1187,2015-04-25,3,dine_in,2015
1188,2015-04-25,2,dine_in,2015
1193,2015-04-26,3,dine_in,2015
1202,2015-04-26,3,dine_in,2015
1205,2015-04-26,3,dine_in,2015
1210,2015-04-27,4,dine_in,2015
1217,2015-04-28,5,takeaway,2015
1219,2015-04-28,4,dine_in,2015
1221,2015-04-28,3,dine_in,2015
1224,2015-04-29,3,dine_in,2015
1226,2015-04-29,4,dine_in,2015
1230,2015-04-30,2,dine_in,2015
1240,2015-05-01,3,takeaway,2015
1243,2015-05-01,3,dine_in,2015
1252,2015-05-02,4,delivery,2015
1254,2015-05-02,4,dine_in,2015
1255,2015-05-02,3,dine_in,2015
1260,2015-05-02,4,dine_in,2015
1289,2015-05-03,3,dine_in,2015
1296,2015-05-04,4,dine_in,2015
1297,2015-05-04,4,dine_in,2015
1307,2015-05-05,4,dine_in,2015
1308,2015-05-05,3,dine_in,2015
1310,2015-05-06,4,dine_in,2015
1312,2015-05-06,3,dine_in,2015
1321,2015-05-07,4,dine_in,2015
1324,2015-05-07,4,dine_in,2015
1329,2015-05-08,3,dine_in,2015
1335,2015-05-08,3,dine_in,2015
1338,2015-05-08,3,dine_in,2015
1340,2015-05-09,3,dine_in,2015
1343,2015-05-09,4,dine_in,2015
1344,2015-05-09,3,dine_in,2015
1359,2015-05-10,3,dine_in,2015
1368,2015-05-10,4,dine_in,2015
1378,2015-05-10,3,takeaway,2015
1381,2015-05-10,3,dine_in,2015
1394,2015-05-12,4,dine_in,2015
1398,2015-05-12,3,dine_in,2015
1399,2015-05-13,3,dine_in,2015
1400,2015-05-13,3,dine_in,2015
1401,2015-05-13,4,dine_in,2015
1404,2015-05-13,3,dine_in,2015
1406,2015-05-13,3,dine_in,2015
1410,2015-05-14,3,dine_in,2015
1411,2015-05-14,3,dine_in,2015
1424,2015-05-15,3,dine_in,2015
1434,2015-05-16,4,dine_in,2015
1442,2015-05-16,4,dine_in,2015
1443,2015-05-16,4,dine_in,2015
1444,2015-05-16,3,dine_in,2015
1449,2015-05-17,5,dine_in,2015
1460,2015-05-17,3,dine_in,2015
1467,2015-05-17,2,delivery,2015
1471,2015-05-18,4,dine_in,2015
1481,2015-05-19,3,takeaway,2015
1483,2015-05-19,5,dine_in,2015
1488,2015-05-20,3,dine_in,2015
1495,2015-05-21,4,dine_in,2015
1497,2015-05-21,4,dine_in,2015
1498,2015-05-21,4,dine_in,2015
1499,2015-05-21,3,dine_in,2015
1508,2015-05-22,3,dine_in,2015
1520,2015-05-23,3,dine_in,2015
1522,2015-05-23,3,takeaway,2015
1532,2015-05-23,3,delivery,2015
1540,2015-05-24,3,dine_in,2015
1544,2015-05-24,2,dine_in,2015
1545,2015-05-24,3,dine_in,2015
1548,2015-05-24,3,dine_in,2015
1560,2015-05-25,2,dine_in,2015
1577,2015-05-27,3,dine_in,2015
1582,2015-05-28,4,dine_in,2015
1584,2015-05-28,3,dine_in,2015
1596,2015-05-29,4,dine_in,2015
1598,2015-05-29,3,dine_in,2015
1601,2015-05-30,3,dine_in,2015
1606,2015-05-30,3,dine_in,2015
1615,2015-05-30,4,dine_in,2015
1618,2015-05-30,4,dine_in,2015
1623,2015-05-31,4,dine_in,2015
1628,2015-05-31,3,takeaway,2015
1633,2015-05-31,3,dine_in,2015
1635,2015-05-31,3,dine_in,2015
1636,2015-05-31,4,dine_in,2015
1638,2015-05-31,4,dine_in,2015
1639,2015-06-01,4,dine_in,2015
1642,2015-06-01,3,dine_in,2015
1649,2015-06-02,4,dine_in,2015
1650,2015-06-02,3,dine_in,2015
1663,2015-06-03,5,dine_in,2015
1665,2015-06-03,3,takeaway,2015
1668,2015-06-04,4,dine_in,2015
1687,2015-06-05,3,dine_in,2015
1695,2015-06-06,4,dine_in,2015
1699,2015-06-06,2,dine_in,2015
1706,2015-06-06,4,dine_in,2015
1708,2015-06-06,3,takeaway,2015
1709,2015-06-06,3,dine_in,2015
1719,2015-06-07,2,dine_in,2015
1722,2015-06-07,3,delivery,2015
1724,2015-06-07,4,dine_in,2015
1726,2015-06-07,4,dine_in,2015
1735,2015-06-08,3,dine_in,2015
1737,2015-06-08,3,dine_in,2015
1744,2015-06-09,3,dine_in,2015
1751,2015-06-10,2,dine_in,2015
1762,2015-06-11,3,dine_in,2015
1763,2015-06-11,3,dine_in,2015
1765,2015-06-11,4,dine_in,2015
1767,2015-06-12,3,dine_in,2015
1773,2015-06-12,3,takeaway,2015
1782,2015-06-13,2,dine_in,2015
1795,2015-06-13,3,dine_in,2015
1801,2015-06-13,4,dine_in,2015
1802,2015-06-14,3,dine_in,2015
1809,2015-06-14,4,dine_in,2015
1812,2015-06-14,4,dine_in,2015
1819,2015-06-14,3,dine_in,2015
1833,2015-06-16,2,dine_in,2015
1834,2015-06-16,3,dine_in,2015
1839,2015-06-16,3,dine_in,2015
1840,2015-06-16,4,dine_in,2015
1857,2015-06-18,4,dine_in,2015
1864,2015-06-19,4,dine_in,2015
1873,2015-06-19,3,dine_in,2015
1879,2015-06-20,3,dine_in,2015
1882,2015-06-20,3,dine_in,2015
1891,2015-06-20,3,dine_in,2015
1892,2015-06-20,3,dine_in,2015
1893,2015-06-20,3,dine_in,2015
1900,2015-06-21,4,dine_in,2015
1924,2015-06-22,4,dine_in,2015
1925,2015-06-22,4,takeaway,2015
1935,2015-06-24,3,dine_in,2015
1937,2015-06-24,3,dine_in,2015
1943,2015-06-25,3,dine_in,2015
1946,2015-06-25,3,dine_in,2015
1978,2015-06-27,3,dine_in,2015
1987,2015-06-27,3,dine_in,2015
2000,2015-06-28,3,dine_in,2015
2038,2015-07-02,3,dine_in,2015
2042,2015-07-02,3,dine_in,2015
2044,2015-07-02,3,dine_in,2015
2045,2015-07-02,4,dine_in,2015
2060,2015-07-03,4,dine_in,2015
2076,2015-07-04,4,dine_in,2015
2086,2015-07-04,3,dine_in,2015
2091,2015-07-04,4,dine_in,2015
2101,2015-07-05,4,dine_in,2015
2107,2015-07-05,4,dine_in,2015
2110,2015-07-05,4,dine_in,2015
2113,2015-07-05,4,dine_in,2015
2115,2015-07-06,3,delivery,2015
2116,2015-07-06,3,dine_in,2015
2117,2015-07-06,4,dine_in,2015
2121,2015-07-06,3,dine_in,2015
2155,2015-07-10,4,dine_in,2015
2158,2015-07-10,4,dine_in,2015
2160,2015-07-10,2,takeaway,2015
2173,2015-07-11,4,dine_in,2015
2179,2015-07-11,3,dine_in,2015
2189,2015-07-12,4,takeaway,2015
2192,2015-07-12,4,dine_in,2015
2193,2015-07-12,3,dine_in,2015
2199,2015-07-12,4,dine_in,2015
2205,2015-07-12,4,dine_in,2015
2207,2015-07-12,4,dine_in,2015
2209,2015-07-12,3,takeaway,2015
2211,2015-07-12,4,dine_in,2015
2214,2015-07-13,3,dine_in,2015
2225,2015-07-14,4,dine_in,2015
2234,2015-07-15,2,takeaway,2015
2241,2015-07-16,2,dine_in,2015
2257,2015-07-17,3,dine_in,2015
2263,2015-07-18,3,dine_in,2015
2266,2015-07-18,2,dine_in,2015
2268,2015-07-18,3,dine_in,2015
2272,2015-07-18,4,dine_in,2015
2274,2015-07-18,4,dine_in,2015
2282,2015-07-19,4,dine_in,2015
2284,2015-07-19,4,takeaway,2015
2291,2015-07-19,3,dine_in,2015
2293,2015-07-19,4,dine_in,2015
2296,2015-07-19,3,dine_in,2015
2298,2015-07-19,3,dine_in,2015
2303,2015-07-20,4,dine_in,2015
2304,2015-07-20,4,dine_in,2015
2307,2015-07-20,3,dine_in,2015
2313,2015-07-21,3,dine_in,2015
2324,2015-07-22,4,dine_in,2015
2328,2015-07-23,4,dine_in,2015
2331,2015-07-23,4,dine_in,2015
2334,2015-07-23,4,dine_in,2015
2335,2015-07-23,2,dine_in,2015
2337,2015-07-23,4,dine_in,2015
2340,2015-07-24,3,takeaway,2015
2349,2015-07-24,3,dine_in,2015
2350,2015-07-24,3,dine_in,2015
2351,2015-07-24,3,dine_in,2015
2362,2015-07-25,3,dine_in,2015
2363,2015-07-25,4,dine_in,2015
2365,2015-07-25,4,dine_in,2015
2372,2015-07-25,3,dine_in,2015
2373,2015-07-25,3,dine_in,2015
2374,2015-07-25,4,dine_in,2015
2378,2015-07-26,4,dine_in,2015
2383,2015-07-26,3,dine_in,2015
2385,2015-07-26,4,delivery,2015
2389,2015-07-26,3,dine_in,2015
2392,2015-07-26,3,dine_in,2015
2395,2015-07-27,3,dine_in,2015
2401,2015-07-27,3,dine_in,2015
2411,2015-07-29,4,dine_in,2015
2412,2015-07-29,3,dine_in,2015
2415,2015-07-29,4,dine_in,2015
2421,2015-07-30,3,dine_in,2015
2434,2015-07-31,3,dine_in,2015
2438,2015-07-31,4,dine_in,2015
2439,2015-07-31,3,dine_in,2015
2446,2015-08-01,3,dine_in,2015
2447,2015-08-01,2,dine_in,2015
2451,2015-08-01,3,dine_in,2015
2461,2015-08-01,3,dine_in,2015
2463,2015-08-01,3,dine_in,2015
2466,2015-08-02,4,dine_in,2015
2480,2015-08-02,4,dine_in,2015
2482,2015-08-02,3,dine_in,2015
2486,2015-08-03,3,dine_in,2015
2490,2015-08-03,3,dine_in,2015
2493,2015-08-03,4,dine_in,2015
2499,2015-08-04,2,dine_in,2015
2500,2015-08-04,4,takeaway,2015
2503,2015-08-05,2,dine_in,2015
2506,2015-08-05,3,dine_in,2015
2512,2015-08-06,3,dine_in,2015
2517,2015-08-07,3,delivery,2015
2527,2015-08-07,4,dine_in,2015
2531,2015-08-07,4,dine_in,2015
2544,2015-08-08,4,dine_in,2015
2545,2015-08-08,4,dine_in,2015
2556,2015-08-09,4,takeaway,2015
2561,2015-08-09,3,dine_in,2015
2568,2015-08-09,3,dine_in,2015
2569,2015-08-09,4,dine_in,2015
2572,2015-08-09,4,dine_in,2015
2573,2015-08-10,4,takeaway,2015
2580,2015-08-10,3,dine_in,2015
2586,2015-08-11,3,dine_in,2015
2591,2015-08-11,4,dine_in,2015
2600,2015-08-13,4,dine_in,2015
2601,2015-08-13,3,dine_in,2015
2602,2015-08-13,3,dine_in,2015
2635,2015-08-15,3,dine_in,2015
2636,2015-08-15,4,dine_in,2015
2638,2015-08-15,4,dine_in,2015
2642,2015-08-16,3,dine_in,2015
2646,2015-08-16,4,dine_in,2015
2648,2015-08-16,4,dine_in,2015
2652,2015-08-16,3,dine_in,2015
2660,2015-08-17,3,dine_in,2015
2666,2015-08-17,4,dine_in,2015
2668,2015-08-18,3,takeaway,2015
2673,2015-08-18,2,dine_in,2015
2674,2015-08-18,3,dine_in,2015
2676,2015-08-19,4,dine_in,2015
2677,2015-08-19,3,dine_in,2015
2682,2015-08-19,2,dine_in,2015
2688,2015-08-20,3,dine_in,2015
2689,2015-08-20,3,dine_in,2015
2697,2015-08-21,4,dine_in,2015
2700,2015-08-21,3,dine_in,2015
2702,2015-08-21,4,dine_in,2015
2703,2015-08-21,4,dine_in,2015
2712,2015-08-22,4,dine_in,2015
2731,2015-08-23,4,dine_in,2015
2732,2015-08-23,4,dine_in,2015
2733,2015-08-23,2,dine_in,2015
2734,2015-08-23,4,dine_in,2015
2747,2015-08-23,3,dine_in,2015
2754,2015-08-24,4,dine_in,2015
2760,2015-08-25,4,dine_in,2015
2761,2015-08-25,4,dine_in,2015
2771,2015-08-26,4,dine_in,2015
2773,2015-08-26,2,dine_in,2015
2784,2015-08-27,3,dine_in,2015
2785,2015-08-27,3,dine_in,2015
2789,2015-08-28,3,dine_in,2015
2791,2015-08-28,4,dine_in,2015
2792,2015-08-28,4,dine_in,2015
2799,2015-08-29,4,dine_in,2015
2808,2015-08-29,4,dine_in,2015
2825,2015-08-30,3,dine_in,2015
2844,2015-09-01,3,dine_in,2015
2845,2015-09-01,3,dine_in,2015
2850,2015-09-02,3,dine_in,2015
2857,2015-09-02,3,dine_in,2015
2863,2015-09-03,3,dine_in,2015
2875,2015-09-04,3,dine_in,2015
2876,2015-09-04,3,delivery,2015
2883,2015-09-05,4,dine_in,2015
2894,2015-09-05,4,dine_in,2015
2906,2015-09-06,3,dine_in,2015
2914,2015-09-07,2,dine_in,2015
2915,2015-09-07,4,dine_in,2015
2921,2015-09-08,3,dine_in,2015
2922,2015-09-08,3,dine_in,2015
2923,2015-09-08,3,dine_in,2015
2924,2015-09-08,4,dine_in,2015
2925,2015-09-08,4,dine_in,2015
2937,2015-09-10,4,dine_in,2015
2939,2015-09-10,2,dine_in,2015
2940,2015-09-10,4,dine_in,2015
2964,2015-09-12,4,dine_in,2015
2974,2015-09-12,3,dine_in,2015
2977,2015-09-12,3,takeaway,2015
2982,2015-09-13,3,dine_in,2015
2988,2015-09-13,3,dine_in,2015
2989,2015-09-13,4,dine_in,2015
2998,2015-09-13,4,dine_in,2015
3001,2015-09-14,3,dine_in,2015
3003,2015-09-14,4,dine_in,2015
3018,2015-09-16,3,dine_in,2015
3022,2015-09-16,3,dine_in,2015
3026,2015-09-17,4,dine_in,2015
3028,2015-09-17,2,dine_in,2015
3029,2015-09-17,3,dine_in,2015
3036,2015-09-18,2,dine_in,2015
3047,2015-09-19,3,dine_in,2015
3048,2015-09-19,3,dine_in,2015
3050,2015-09-19,4,dine_in,2015
3051,2015-09-19,2,dine_in,2015
3059,2015-09-19,3,dine_in,2015
3066,2015-09-20,3,dine_in,2015
3068,2015-09-20,3,dine_in,2015
3072,2015-09-20,4,dine_in,2015
3075,2015-09-20,4,dine_in,2015
3081,2015-09-20,4,dine_in,2015
3085,2015-09-21,3,takeaway,2015
3089,2015-09-21,3,dine_in,2015
3098,2015-09-22,4,dine_in,2015
3101,2015-09-23,2,delivery,2015
3104,2015-09-23,3,dine_in,2015
3107,2015-09-23,5,dine_in,2015
3109,2015-09-24,3,dine_in,2015
3110,2015-09-24,4,dine_in,2015
3112,2015-09-24,3,dine_in,2015
3131,2015-09-26,3,dine_in,2015
3135,2015-09-26,4,dine_in,2015
3137,2015-09-26,4,dine_in,2015
3148,2015-09-26,2,dine_in,2015
3150,2015-09-26,3,dine_in,2015
3172,2015-09-28,4,dine_in,2015
3181,2015-09-29,2,dine_in,2015
3182,2015-09-29,2,dine_in,2015
3183,2015-09-29,3,dine_in,2015
3184,2015-09-29,4,dine_in,2015
3187,2015-09-30,2,dine_in,2015
3189,2015-09-30,3,dine_in,2015
3193,2015-09-30,2,dine_in,2015
3196,2015-10-01,2,delivery,2015
3198,2015-10-01,4,dine_in,2015
3199,2015-10-01,3,dine_in,2015
3213,2015-10-03,3,dine_in,2015
3216,2015-10-03,3,dine_in,2015
3217,2015-10-03,4,dine_in,2015
3220,2015-10-03,4,dine_in,2015
3221,2015-10-03,4,dine_in,2015
3235,2015-10-04,4,takeaway,2015
3240,2015-10-04,3,takeaway,2015
3248,2015-10-04,3,dine_in,2015
3252,2015-10-05,3,dine_in,2015
3253,2015-10-05,4,dine_in,2015
3257,2015-10-06,2,dine_in,2015
3264,2015-10-07,3,delivery,2015
3293,2015-10-10,4,takeaway,2015
3310,2015-10-10,3,dine_in,2015
3312,2015-10-11,4,dine_in,2015
3314,2015-10-11,3,dine_in,2015
3316,2015-10-11,3,dine_in,2015
3319,2015-10-11,4,dine_in,2015
3321,2015-10-11,3,takeaway,2015
3350,2015-10-14,3,dine_in,2015
3356,2015-10-15,3,takeaway,2015
3360,2015-10-15,3,takeaway,2015
3365,2015-10-16,4,dine_in,2015
3367,2015-10-16,3,dine_in,2015
3368,2015-10-16,3,dine_in,2015
3369,2015-10-16,3,dine_in,2015
3376,2015-10-17,2,dine_in,2015
3378,2015-10-17,3,dine_in,2015
3380,2015-10-17,3,dine_in,2015
3384,2015-10-17,4,dine_in,2015
3398,2015-10-18,3,takeaway,2015
3401,2015-10-18,4,takeaway,2015
3409,2015-10-18,4,dine_in,2015
3411,2015-10-18,3,dine_in,2015
3415,2015-10-19,2,dine_in,2015
3416,2015-10-19,3,dine_in,2015
3417,2015-10-19,4,dine_in,2015
3419,2015-10-20,4,dine_in,2015
3441,2015-10-22,3,dine_in,2015
3449,2015-10-23,4,delivery,2015
3451,2015-10-23,4,dine_in,2015
3456,2015-10-24,3,takeaway,2015
3458,2015-10-24,2,dine_in,2015
3462,2015-10-24,3,dine_in,2015
3466,2015-10-24,2,dine_in,2015
3470,2015-10-24,3,dine_in,2015
3474,2015-10-25,4,dine_in,2015
3475,2015-10-25,4,dine_in,2015
3484,2015-10-25,3,dine_in,2015
3496,2015-10-26,3,dine_in,2015
3499,2015-10-27,4,dine_in,2015
3500,2015-10-27,4,dine_in,2015
3501,2015-10-27,4,dine_in,2015
3509,2015-10-28,2,dine_in,2015
3510,2015-10-28,2,dine_in,2015
3512,2015-10-28,3,dine_in,2015
3521,2015-10-29,4,dine_in,2015
3525,2015-10-30,3,takeaway,2015
3529,2015-10-30,4,dine_in,2015
3536,2015-10-31,4,dine_in,2015
3544,2015-10-31,4,dine_in,2015
3547,2015-10-31,3,dine_in,2015
3562,2015-11-01,4,dine_in,2015
3563,2015-11-01,4,dine_in,2015
3577,2015-11-02,3,dine_in,2015
3581,2015-11-03,4,dine_in,2015
3588,2015-11-04,3,delivery,2015
3592,2015-11-04,3,dine_in,2015
3601,2015-11-06,2,dine_in,2015
3604,2015-11-06,3,dine_in,2015
3607,2015-11-06,3,takeaway,2015
3614,2015-11-07,4,dine_in,2015
3616,2015-11-07,4,dine_in,2015
3627,2015-11-07,3,dine_in,2015
3636,2015-11-08,2,dine_in,2015
3638,2015-11-08,2,dine_in,2015
3642,2015-11-08,3,dine_in,2015
3658,2015-11-10,5,dine_in,2015
3660,2015-11-10,4,takeaway,2015
3670,2015-11-11,3,dine_in,2015
3671,2015-11-12,4,dine_in,2015
3676,2015-11-12,5,dine_in,2015
3677,2015-11-12,4,takeaway,2015
3678,2015-11-13,4,dine_in,2015
3683,2015-11-13,3,dine_in,2015
3688,2015-11-14,2,dine_in,2015
3689,2015-11-14,3,dine_in,2015
3697,2015-11-14,4,dine_in,2015
3699,2015-11-14,4,dine_in,2015
3701,2015-11-14,4,dine_in,2015
3704,2015-11-14,3,dine_in,2015
3707,2015-11-14,4,delivery,2015
3708,2015-11-15,3,takeaway,2015
3709,2015-11-15,2,delivery,2015
3712,2015-11-15,4,dine_in,2015
3716,2015-11-15,4,takeaway,2015
3722,2015-11-15,4,dine_in,2015
3723,2015-11-16,3,dine_in,2015
3734,2015-11-17,4,dine_in,2015
3741,2015-11-18,4,dine_in,2015
3754,2015-11-20,3,dine_in,2015
3758,2015-11-20,4,dine_in,2015
3766,2015-11-21,3,dine_in,2015
3768,2015-11-21,3,dine_in,2015
3770,2015-11-21,3,takeaway,2015
3772,2015-11-21,3,dine_in,2015
3777,2015-11-21,3,takeaway,2015
3779,2015-11-21,3,dine_in,2015
3784,2015-11-22,4,dine_in,2015
3787,2015-11-22,4,dine_in,2015
3802,2015-11-23,3,dine_in,2015
3806,2015-11-24,3,takeaway,2015
3827,2015-11-26,5,dine_in,2015
3837,2015-11-27,4,dine_in,2015
3838,2015-11-27,3,dine_in,2015
3843,2015-11-27,3,dine_in,2015
3853,2015-11-28,2,dine_in,2015
3857,2015-11-28,4,dine_in,2015
3871,2015-11-29,4,dine_in,2015
